pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
3,670102,"Francis, Bowden",9,33.3,1,1,1,2,1.263,0.361,0.383,1,1,77.8,9,2627,74.9,74.8,0,3,0,-0.1,6.87,92,149,109,141,288,323,298
3,656427,"Flaherty, Jack",131,2.3,0,0,0,0,0,0.333,0.359,0,1,94.8,1,2299,75.1,75.67,1,3,0,0.6,6.63,108,148,112,151,292,332,297
2,663455,"Pilkington, Konnor",488,0.4,,,,,,,,,,,,2009,76.9,76.25,2,2,0,-0.6,6.2,107,154,103,148,302,315,286
2,518813,"Holland, Greg",80,2.5,1,3,,4,2.068,1.931,0.991,1,1,108,24,2363,79.3,78.4,0,2,0,-0.9,5.7,108,152,103,152,306,322,300
2,592390,"Hembree, Heath",301,0.7,0,0,,0,0,0,,0,1,,,2620,80.2,80.6,1,2,0,0.4,6.55,107,153,113,146,314,327,297
2,596133,"Weaver, Luke",195,1,0,0,0,0,0,0.099,0.107,0,1,76.6,-15,2248,80,78.8,0,2,0,-1.2,5.6,102,154,122,148,285,313,294
2,605194,"Cotton, Jharel",278,0.7,0.5,0.5,0.5,1,0.631,0.234,0.255,1,2,77.9,-4,2619,77.4,76.2,0,2,0,-1.2,5.55,96,149,132,150,298,333,288
2,595939,"Ellis, Chris",83,2.4,1,0,1,1,0.886,0.838,0.92,1,1,89.5,15,2347,82,81.85,0,2,0,-0.1,6.05,99,162,121,152,295,315,296
2,666205,"Muller, Kyle",74,2.7,0.5,0,1,0.5,0.443,0.357,0.386,1,2,92.1,16,2504,80.6,79.75,1,2,0,-0.8,6.1,99,145,111,142,311,334,283
2,642121,"Sulser, Cole",405,0.5,0,0,0,0,0,0.069,0.077,0,1,70.4,-9,2505,77.3,77.4,0,2,0,0.1,6.6,110,152,118,154,302,320,297
2,668820,"Kranick, Max",76,2.6,0,0,,0,0,0,,0,2,,,2454,78.7,78.95,2,2,0,0.3,6.6,111,145,115,148,297,323,300
2,596057,"Norris, Daniel",520,0.4,,,,,,,,,,,,2347,75.5,74.2,0,2,0,-1.3,5.7,109,143,113,149,278,300,290
2,673316,"Barker, Luke",54,3.7,0.5,0,0.5,0.5,0.443,0.392,0.431,1,2,92.7,-1,2608,81.4,81.45,0,2,0,0.1,6.45,109,132,106,128,289,321,296
2,571901,"Loup, Aaron",431,0.5,0,0,0,0,0,1.66,0.946,0,1,104.6,23,1792,75.8,74.5,0,2,0,-1.3,5.65,102,149,105,149,292,318,291
2,592743,"Simmons, Andrelton",25,8,1,0,1,1,0.886,0.705,0.736,2,2,81.9,23.5,1282,44,42.05,0,2,0,-1.9,4.6,116,148,117,143,303,318,288
2,656008,"Zabala, Aneurys",9,22.2,0,0,,0,0,0,,0,1,,,2525,85.2,85.35,2,2,0,0.2,6.4,124,151,100,156,266,312,290
2,605525,"Wendelken, J.B.",424,0.5,,,,,,,,,,,,2637,79.6,78.65,0,2,0,-0.9,6,116,150,123,142,298,318,292
1,669211,"Akin, Keegan",611,0.2,,,,,,,,,,,,2456,74.9,73.5,0,1,0,-1.4,6,109,155,117,149,298,317,297
1,548384,"Raley, Brooks",343,0.3,0,0,0,0,0,0.32,0.177,0,1,94.1,33,2991,80,78.6,0,1,0,-1.4,5.6,115,152,122,150,323,333,292
1,660906,"Perez, Francisco",196,0.5,,,,,,,,,,,,2761,75.9,74.1,0,1,0,-1.8,5.3,126,150,120,150,296,313,314
1,668665,"Nogosek, Stephen",204,0.5,0,0,0,0,0,0.537,0.597,0,1,62,34,2359,78.4,78.3,0,1,0,-0.1,6.3,127,168,133,153,286,318,309
1,669212,"Morgan, Eli",486,0.2,,,,,,,,,,,,2313,81.5,80,0,1,0,-1.5,6,109,153,125,151,301,311,286
1,668338,"Miller, Tyson",74,1.4,1,1,1,2,1.263,0.884,0.914,1,1,96.2,13,2545,82.2,82.9,0,1,0,0.7,7,123,147,113,149,300,334,299
1,489119,"Miley, Wade",271,0.4,0,0,0,0,0,0.773,0.403,0,1,104.3,40,2330,78.8,78.9,0,1,0,0.1,6.3,95,152,100,151,298,325,293
1,596043,"Mengden, Daniel",30,3.3,,,,,,,,,,,,2490,71.8,71,0,1,0,-0.8,6.2,105,154,105,148,299,319,285
1,669214,"Menez, Conner",24,4.2,,,,,,,,,,,,2136,73.4,73,0,1,0,-0.4,6.4,116,171,137,151,294,304,299
1,608686,"Mayfield, Jack",13,7.7,0,0,0,0,0,0.029,0.02,0,1,86.7,58,1319,58.9,56.9,0,1,0,-2,4.7,122,149,141,152,285,321,291
1,596112,"Stephenson, Robert",357,0.3,,,,,,,,,,,,2911,77.3,77.3,0,1,0,0,6.1,121,152,126,154,291,331,319
1,596271,"Lawrence, Casey",112,0.9,1,1,1,2,1.263,0.868,0.894,1,1,97,13,2433,75.8,75.6,0,1,0,-0.2,6.1,124,147,121,151,266,310,284
1,669424,"Lambert, Jimmy",266,0.4,,,,,,,,,,,,2584,74.5,73.4,1,1,0,-1.1,5.8,121,176,94,155,304,338,306
1,663804,"Kowar, Jackson",71,1.4,1,0,1,1,0.886,0.289,0.314,1,1,71,11,2368,80.5,79.5,0,1,0,-1,6,122,153,116,146,273,295,281
1,643400,"Knight, Dusten",102,1,0,0,,0,0,0,,0,1,,,2235,77.5,77,1,1,0,-0.5,6.3,124,284,145,180,293,316,327
1,663378,"Szapucki, Thomas",49,2,0,0,,0,0,0,,0,1,,,2636,80.5,79.7,1,1,0,-0.8,5.9,126,155,127,150,305,328,296
1,670046,"Rosenberg, Kenny",193,0.5,,,,,,,,,,,,2185,74.2,73.6,1,1,0,-0.6,5.8,116,153,123,149,300,325,289
1,543281,"Harrison, Josh",20,5,,,,,,,,,,,,1687,55.1,52.3,1,1,0,-2.8,3.6,120,148,116,142,305,323,309
1,668684,"Tully, Tanner",38,2.6,,,,,,,,,,,,2421,75,74.5,1,1,0,-0.5,6,115,154,126,150,312,319,282
1,545341,"Grichuk, Randal",10,10,0,0,0,0,0,0.562,0.583,0,1,105.6,3,1709,58,57.3,0,1,0,-0.7,5.4,112,154,132,142,319,347,318
1,656354,"Davis, Austin",496,0.2,,,,,,,,,,,,2437,79.9,79.8,0,1,0,-0.1,6.7,105,157,123,150,300,336,316
1,605156,"Brooks, Aaron",154,0.6,,,,,,,,,,,,2215,80.2,80.2,0,1,0,0,5.9,135,180,120,145,289,324,309
1,669854,"Blanco, Ronel",120,0.8,,,,,,,,,,,,2344,80.7,80.9,1,1,0,0.2,6.6,124,148,128,153,292,297,296
1,658648,"Avila, Pedro",70,1.4,0,0,0,0,0,0.342,0.35,0,1,81.7,5,2533,75.6,74.8,0,1,0,-0.8,6.4,113,163,126,147,301,322,303
1,663765,"Woodford, Jake",293,0.3,0,0,0,0,0,1.122,0.577,0,1,100.8,33,2552,76.2,75.7,0,1,0,-0.5,6.5,115,156,122,151,314,337,315
1,663531,"Allen, Logan",164,0.6,,,,,,,,,,,,2556,75.6,74.7,0,1,0,-0.9,5.9,87,152,114,138,315,323,300
1,645261,"Alcantara, Sandy",1426,0.1,0,0,0,0,0,0.005,0.006,0,1,88.5,44,2329,86.9,86.7,0,1,0,-0.2,6.1,117,151,135,156,305,329,310
