pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
21,663776,"Sandoval, Patrick",980,2.1,0.429,0.143,0.429,0.571,0.434,0.316,0.335,3,7,83.7,12.4,2830,79.9,79.44,9,21,0,-0.5,6.06,110,153,110,150,295,323,293
21,643410,"Leiter Jr., Mark",339,6.2,0.222,0,0.222,0.222,0.197,0.201,0.198,2,9,75.6,11.1,2246,73.3,73.3,7,21,0,0,6.58,104,148,118,153,294,316,298
21,657093,"Watkins, Spenser",512,4.1,0.375,0.375,0.333,0.75,0.48,0.493,0.383,3,8,93.7,24.9,2549,77.8,73.91,6,21,0,-3.9,6.32,111,154,108,150,305,319,294
21,663372,"Feltner, Ryan",511,4.1,0.143,0,0.2,0.143,0.111,0.241,0.294,1,7,87.7,5.8,2492,77.1,77.27,5,21,0,0.2,6.45,118,152,128,149,300,324,296
20,502043,"Gibson, Kyle",1244,1.6,0.375,0.875,0.333,1.25,0.675,0.549,0.336,3,8,99.4,25.2,2422,79.5,79.97,8,20,0,0.5,6.66,113,149,130,148,290,328,298
20,608328,"De Jong, Chase",420,4.8,0.25,0,0.273,0.25,0.222,0.347,0.323,3,12,81.7,10.9,2517,77.3,76.37,3,20,0,-0.9,5.76,112,162,124,151,306,325,295
20,656686,"Martin, Corbin",269,7.4,0.5,0,1,0.5,0.443,0.295,0.305,3,6,94.2,0.7,2483,83.9,83.61,10,20,0,-0.3,6.18,106,144,117,139,306,322,298
20,527048,"Pérez, Martín",1271,1.6,0.583,0.5,0.545,1.083,0.71,0.485,0.378,7,12,87,26.3,2530,78.6,78.13,4,20,0,-0.5,5.84,115,153,116,150,303,326,295
20,608379,"Wacha, Michael",1002,2,0.5,0.333,0.6,0.833,0.569,0.473,0.328,3,6,93.1,27.6,2137,75.3,75.26,4,20,0,0,6.44,121,168,113,155,292,328,296
20,605164,"Bundy, Dylan",859,2.3,0.214,0.214,0.182,0.429,0.274,0.162,0.123,3,14,72.7,13.8,2140,72.7,71.76,4,20,0,-0.9,5.74,107,157,110,147,298,328,293
20,656353,"Davidson, Tucker",280,7.1,0.182,0,0.222,0.182,0.161,0.19,0.195,2,11,93.3,-2.7,2491,79.7,79.33,6,20,0,-0.4,6.12,104,151,116,147,307,326,293
19,592866,"Williams, Trevor",655,2.9,0.25,0.5,0.143,0.75,0.416,0.556,0.336,2,8,83.6,19.4,2227,78.1,78.98,3,19,0,0.9,6.68,118,161,121,150,303,332,304
19,608337,"Giolito, Lucas",1091,1.7,0.333,0.667,0.167,1,0.558,0.532,0.364,3,9,93.6,14.9,2370,80,80.2,5,19,0,0.2,6.58,115,151,109,151,301,327,295
19,657746,"Ryan, Joe",855,2.2,0.5,0.2,0.556,0.7,0.518,0.313,0.292,5,10,84.1,12.7,2365,73.5,72.75,4,19,0,-0.7,5.92,116,163,110,153,300,331,294
19,548389,"Stripling, Ross",853,2.2,0.429,0.143,0.375,0.571,0.379,0.382,0.452,3,7,93.2,10.5,2394,76.1,75.07,2,19,0,-1,5.65,111,168,119,152,290,317,300
19,607074,"Rodón, Carlos",1335,1.4,0,0,0,0,0,0.118,0.126,0,6,69.8,-37.3,2475,80.5,80.28,4,19,0,-0.2,6.14,107,156,114,149,293,317,283
18,643377,"Jax, Griffin",546,3.3,0.273,0.182,0.3,0.455,0.307,0.316,0.305,3,11,90.1,13.5,2715,82.7,82.18,3,18,0,-0.5,5.87,103,158,126,150,303,332,291
18,621389,"Blach, Ty",495,3.6,0.455,0.455,0.5,0.909,0.579,0.413,0.308,5,11,86.5,9.7,2369,79.1,77.89,3,18,0,-1.2,5.2,109,150,120,144,303,332,301
17,572403,"VerHagen, Drew",383,4.4,0.125,0,0.143,0.125,0.111,0.337,0.365,1,8,87.8,-3,2203,78.5,77.52,3,17,0,-1,5.82,122,158,116,148,296,320,302
17,543101,"DeSclafani, Anthony",276,6.2,0,0,0,0,0,0.026,0.028,0,4,93.3,-17,2047,82.1,82.68,7,17,0,0.6,6.65,110,148,109,150,288,321,297
17,665795,"Cabrera, Edward",286,5.9,0.2,0.6,0,0.8,0.414,0.161,0.1,1,5,91.5,38.3,2463,83.3,83.42,5,17,0,0.1,6.48,114,152,128,152,289,325,299
17,680739,"Winder, Josh",473,3.6,0,0,0,0,0,0.098,0.085,0,8,86.6,33,2098,81,80.04,4,17,0,-1,5.67,114,165,123,154,300,335,297
17,656849,"Peterson, David",788,2.2,0.375,0,0.429,0.375,0.332,0.238,0.248,3,8,91.1,-11,2262,78.1,78.79,5,17,0,0.7,6.89,109,153,119,146,299,321,298
17,625643,"López, Reynaldo",521,3.3,0.125,0.125,0.167,0.25,0.158,0.458,0.29,1,8,88.9,3.3,2543,80.8,80.69,5,17,0,-0.1,6.26,117,156,119,151,297,324,297
16,663436,"Martin, Davis",353,4.5,0.286,0.429,0.2,0.714,0.422,0.521,0.374,2,7,87.8,31.3,2527,79.9,79.96,3,16,0,0.1,6.38,116,151,112,150,300,332,302
16,670912,"Oviedo, Johan",259,6.2,0.111,0,0.167,0.111,0.098,0.113,0.114,1,9,83.5,31.3,2398,77.1,78.03,5,16,0,0.9,6.96,110,155,119,151,300,327,294
16,607455,"Banda, Anthony",349,4.6,0.3,0.3,0.286,0.6,0.384,0.324,0.242,3,10,90.3,11.1,2023,81.4,80.98,5,16,0,-0.4,6.2,112,160,128,150,304,324,304
16,621249,"Underwood Jr., Duane",275,5.8,0.429,0,0.5,0.429,0.38,0.379,0.4,3,7,91,-5.3,2504,81.9,81.91,5,16,0,0,6.38,100,142,111,142,310,324,297
16,471911,"Carrasco, Carlos",1179,1.4,0.333,0.333,0.5,0.667,0.421,0.299,0.236,1,3,97.8,27.5,2668,81.9,82.06,7,16,0,0.2,6.29,112,157,117,149,298,330,305
16,502042,"Archer, Chris",897,1.8,0.167,0.167,0.167,0.333,0.21,0.408,0.295,1,6,89,25.5,2436,81.9,81.74,2,16,0,-0.2,6.04,113,161,115,151,301,336,290
15,676534,"Faucher, Calvin",185,8.1,0.222,0.333,0.143,0.556,0.328,0.432,0.364,2,9,96,-1.3,2870,85.2,83.91,2,15,0,-1.3,5.59,113,154,114,149,305,327,299
15,656793,"Nelson, Nick",581,2.6,0,0,0,0,0,0.086,0.069,0,7,82.3,33.2,2194,81.7,81.31,3,15,0,-0.4,6.27,112,148,118,145,298,325,288
15,596071,"Peters, Dillon",405,3.7,0.25,0,0.286,0.25,0.222,0.23,0.237,2,8,84.4,24.9,2900,76.1,75.78,2,15,0,-0.3,6.24,104,154,120,148,310,324,301
15,501985,"Minor, Mike",342,4.4,0,0,0,0,0,0.177,0.19,0,8,87,8.4,2454,79.7,78.59,4,15,0,-1.1,5.61,119,151,122,147,292,320,286
15,641907,"Murphy, Patrick",142,10.6,0.429,0,0.429,0.429,0.332,0.355,0.292,3,7,80.3,16.1,2191,83,83.07,5,15,0,0.1,6.63,111,151,116,143,288,310,289
14,666129,"Garrett, Braxton",324,4.3,0.667,0.667,1,1.333,0.842,0.183,0.162,2,3,97.9,10,2315,78.5,78.14,2,14,0,-0.4,6.24,104,151,117,149,301,315,283
14,592662,"Ray, Robbie",1411,1,0.667,0.5,0.6,1.167,0.788,0.389,0.319,4,6,83.5,-13.7,2151,80.1,80.34,2,14,0,0.2,6.28,106,150,125,148,289,328,286
14,656818,"Overton, Connor",341,4.1,0.429,0,0.429,0.429,0.38,0.392,0.402,3,7,91.1,19.3,2495,79.8,79.48,2,14,0,-0.3,5.97,125,162,116,146,293,318,293
14,667498,"Dugger, Robert",146,9.6,0.333,0,0.5,0.333,0.295,0.274,0.278,2,6,91.6,32.8,2205,72.1,71.44,4,14,0,-0.7,6.04,104,154,122,150,302,324,299
13,656786,"Mushinski, Parker",107,12.1,0,0,0,0,0,0.183,0.183,0,6,94.6,-5.3,2665,79.9,79.35,4,13,0,-0.5,6.41,113,153,120,148,289,323,288
13,669358,"Baz, Shane",202,6.4,0.2,0,0.25,0.2,0.177,0.224,0.244,1,5,96.2,-13.5,2786,82.8,82.79,6,13,0,0,6.47,111,154,109,150,306,328,302
13,543766,"Shaw, Bryan",343,3.8,0.143,0.143,0.2,0.286,0.18,0.355,0.304,1,7,93.2,11.8,2157,81.7,80.78,3,13,0,-0.9,5.74,107,158,123,150,301,323,297
13,676637,"Sanders, Phoenix",144,9,0.143,0,0.2,0.143,0.127,0.281,0.286,1,7,88.3,2,2299,75.2,73.77,2,13,0,-1.4,5.78,115,167,126,153,294,318,298
13,664854,"Helsley, Ryan",403,3.2,0,0,0,0,0,0.059,0.061,0,6,78.1,49,2516,79.3,79.81,4,13,0,0.5,6.65,119,161,120,151,299,320,299
13,663738,"Lynch, Daniel",1189,1.1,0.6,0.2,0.6,0.8,0.607,0.398,0.397,3,5,94.5,3.2,2065,80.7,81.44,2,13,0,0.7,6.65,107,156,119,147,304,322,301
13,519293,"Smith, Will",453,2.9,0.333,1,0,1.333,0.689,0.732,0.441,1,3,100.9,16.7,1966,77.1,76.3,4,13,0,-0.8,5.97,109,147,117,137,303,326,296
13,689225,"Brieske, Beau",958,1.4,0.571,1.286,0.25,1.857,1.013,0.695,0.467,4,7,94.6,22.6,2249,78,77.26,2,13,0,-0.7,5.6,110,159,115,148,298,329,297
13,541640,"Ramírez, Erasmo",498,2.6,0,0,0,0,0,0.022,0.023,0,6,78.9,30.5,2564,79.8,79.96,7,13,0,0.2,6.33,120,157,126,143,304,323,305
13,671790,"Bolaños, Ronald",332,3.9,0.4,0.4,0.5,0.8,0.505,0.385,0.287,2,5,86.1,21.3,2551,76.9,77.08,2,13,0,0.2,6.51,108,153,123,146,301,330,306
13,608371,"Sims, Lucas",129,10.1,0,0,0,0,0,0.186,0.174,0,6,82.1,8.8,2893,81.4,80.55,2,13,0,-0.9,5.51,118,158,123,150,297,326,287
12,592351,"Gray, Jon",1056,1.1,0.6,0.6,0.667,1.2,0.768,0.597,0.432,3,5,84.8,-8.8,2633,78.5,78.45,3,12,0,0,6.5,116,151,112,146,293,320,288
12,572703,"Bard, Luke",87,13.8,0,0,0,0,0,0.081,0.082,0,7,82.7,14.7,2656,77.3,76.83,6,12,0,-0.5,6.23,111,173,117,152,302,324,294
12,543521,"McHugh, Collin",458,2.6,0.222,0.444,0.5,0.667,0.37,0.207,0.159,2,9,86.5,7.7,2738,71.8,71.78,6,12,0,0,6.52,120,152,141,144,293,332,301
12,592761,"Smith, Caleb",627,1.9,0.143,0.429,0,0.571,0.295,0.194,0.121,1,7,84,35.8,2468,78.8,77.57,3,12,0,-1.2,5.53,116,154,124,148,301,322,297
12,622098,"Smith, Drew",494,2.4,0.167,0,0.167,0.167,0.148,0.193,0.206,1,6,87.7,18,2858,78.2,77.04,1,12,0,-1.2,5.78,117,156,118,150,293,326,309
11,663559,"Falter, Bailey",328,3.4,0.667,1,0.5,1.667,0.985,0.681,0.511,2,3,82.8,41.3,2032,75.6,76.97,2,11,0,1.4,7.25,102,151,116,147,300,316,278
11,658431,"Medina, Adonis",241,4.6,1,0.5,1,1.5,1.075,0.503,0.493,2,2,99.9,17,2479,80.5,79.59,2,11,0,-0.9,5.85,103,151,116,145,300,326,300
11,666159,"Manning, Matt",106,10.4,0.167,0,0.167,0.167,0.148,0.313,0.338,1,6,86.1,-0.3,2262,78.7,79.19,2,11,0,0.5,6.92,110,153,116,148,294,322,302
11,676710,"Crawford, Kutter",398,2.8,0,0,0,0,0,0.183,0.201,0,4,86.9,7.5,2219,79.5,78.67,1,11,0,-0.8,6.05,124,163,125,153,298,329,294
11,657571,"Ferguson, Caleb",94,11.7,0,0,0,0,0,0.16,0.175,0,6,89.1,-13.6,3083,79.7,79.25,2,11,0,-0.5,6.26,98,150,120,147,291,314,298
11,649144,"Wells, Alexander",66,16.7,0.25,0.75,0,1,0.517,0.259,0.171,1,4,90,17.5,2498,72.4,70.49,2,11,0,-1.9,5.29,106,152,110,143,306,316,283
11,425877,"Molina, Yadier",40,27.5,0.625,0.625,0.571,1.25,0.796,0.503,0.457,5,8,93,17.1,1448,52.9,50.75,0,11,0,-2.2,4.44,117,152,134,152,309,342,313
11,669618,"Barlow, Joe",378,2.9,0,0,0,0,0,0.268,0.248,0,5,93.8,-5.6,2446,81.6,81.43,2,11,0,-0.2,6.02,121,158,120,151,294,318,296
11,656457,"Gilbert, Tyler",275,4,0.5,0.125,0.667,0.625,0.49,0.349,0.339,4,8,87.5,6,2463,76.8,76.27,2,11,0,-0.5,5.81,113,157,131,149,307,321,298
11,663158,"Suarez, Robert",399,2.8,0.2,0.2,0.2,0.4,0.253,0.365,0.362,1,5,94.8,9.8,2104,80.3,80.71,1,11,0,0.4,6.69,121,162,130,152,306,331,308
10,657006,"Steele, Justin",1122,0.9,0,0,0,0,0,0.18,0.165,0,5,82,-5,2562,78.7,78.49,3,10,0,-0.2,6.29,104,151,116,146,304,321,291
10,663989,"Vespi, Nick",137,7.3,0,0,0,0,0,0.48,0.498,0,5,93.1,3.6,2386,80.1,79.41,3,10,0,-0.7,5.86,107,157,118,149,310,323,291
10,606273,"Elías, Roenis",114,8.8,0.286,0.143,0.286,0.429,0.307,0.298,0.285,2,7,87,11.1,2373,77.5,75.93,3,10,0,-1.6,5.36,105,151,127,146,297,320,280
10,660730,"Rodriguez, Elvin",346,2.9,0.333,1,0,1.333,0.689,0.26,0.147,2,6,92.7,39.4,2429,80,80.15,2,10,0,0.2,6.46,111,153,139,145,311,331,287
10,641582,"Foster, Matt",498,2,0,0,0,0,0,0.273,0.289,0,6,93,27,1981,80,79.83,2,10,0,-0.2,6.09,103,147,108,146,296,322,300
10,663465,"Allard, Kolby",204,4.9,0.25,0.125,0.286,0.375,0.269,0.302,0.318,2,8,95,7.4,1864,74.4,73.69,1,10,0,-0.7,5.9,121,162,115,151,298,323,297
10,544365,"Bañuelos, Manny",136,7.4,0,0,0,0,0,0.138,0.149,0,6,70.7,7.3,2476,81.8,82.09,5,10,0,0.3,6.4,116,148,123,149,293,320,284
10,657508,"Baumann, Mike",216,4.6,0.5,0.333,0.5,0.833,0.569,0.49,0.518,3,6,88.3,-15.3,2204,82.7,82.19,0,10,0,-0.5,6.06,102,137,109,138,298,312,288
10,595191,"Eickhoff, Jerad",83,12,0,0,0,0,0,0.027,0.03,0,5,69.7,1,2449,72.9,72.48,6,10,0,-0.4,6.1,105,154,115,137,299,323,303
10,663546,"Hjelle, Sean",78,12.8,0,0,0,0,0,0.078,0.084,0,6,91.5,26.5,1704,84.1,84.08,5,10,0,0,6.52,105,155,125,148,304,323,272
9,621219,"Mills, Alec",244,3.7,0.667,0.333,0.667,1,0.716,0.771,0.553,2,3,94.5,32.3,2290,65.7,65,1,9,0,-0.7,5.96,105,150,137,158,302,322,297
9,476595,"Luetge, Lucas",340,2.6,0,0,,0,0,0,,0,5,,,2453,73.8,73.28,5,9,0,-0.5,6.24,106,154,124,145,312,330,286
9,572383,"Moran, Brian",25,36,0.5,1.5,0,2,1.034,0.392,0.219,1,2,80.8,15,2069,69.7,70.41,4,9,0,0.7,7.18,127,173,125,145,314,333,296
9,663554,"Mize, Casey",169,5.3,0.2,0,0.2,0.2,0.177,0.089,0.099,1,5,83.7,-4.4,1900,81.9,82.71,2,9,0,0.8,6.88,104,146,112,138,299,325,298
9,678061,"Kerr, Ray",49,18.4,0,0,0,0,0,0.387,0.237,0,4,77.9,14,1797,81.4,80.81,1,9,0,-0.6,5.99,123,166,126,152,292,318,297
8,642152,"Trivino, Lou",370,2.2,0.667,0,0.667,0.667,0.591,0.533,0.562,2,3,91.2,28,2199,77.1,76.86,1,8,0,-0.2,6.35,109,153,120,147,301,320,285
8,668873,"Kilian, Caleb",235,3.4,0,0,0,0,0,0.114,0.065,0,2,99,39,2438,77.8,78.18,1,8,0,0.4,6.85,103,147,110,150,294,316,298
8,665152,"Kremer, Dean",322,2.5,1,0.5,1,1.5,1.075,0.333,0.366,2,2,76.6,29,2681,76.4,76.21,1,8,0,-0.2,6.33,109,156,109,151,305,327,300
8,543548,"Milone, Tommy",83,9.6,0.167,0,0.2,0.167,0.148,0.302,0.274,1,6,96.6,13.4,2424,75.1,74.76,1,8,0,-0.3,5.89,110,151,130,147,282,317,288
8,456034,"Price, David",251,3.2,0,0,0,0,0,0.097,0.072,0,5,80.5,5,2182,76.9,76.46,1,8,0,-0.4,5.96,112,151,141,150,289,314,295
8,641627,"Gott, Trevor",325,2.5,0.333,0,0.4,0.333,0.295,0.239,0.245,2,6,84.2,-11,2114,82.5,81.78,2,8,0,-0.7,6.06,110,155,123,149,294,320,299
8,544931,"Strasburg, Stephen",83,9.6,0.4,0.2,0.5,0.6,0.43,0.319,0.295,2,5,80.7,31,2612,77.3,77.78,2,8,0,0.5,6.98,103,151,119,144,304,317,288
8,670955,"Uceta, Edwin",139,5.8,0.167,0.167,0.25,0.333,0.21,0.265,0.265,1,6,89.9,-4.3,2577,81.4,81.4,3,8,0,0,6.03,108,149,130,146,295,321,290
7,681799,"Roberts, Ethan",177,4,1,2,1,3,1.666,1.465,0.853,2,2,106.8,23.5,2940,80.7,80.44,1,7,0,-0.3,6.23,104,149,119,159,302,319,298
7,595881,"Beede, Tyler",422,1.7,0,0,0,0,0,0.233,0.197,0,4,90.9,3.3,2015,79.4,79.19,3,7,0,-0.2,6.26,110,142,123,148,303,318,303
7,665645,"Castro, Kervin",47,14.9,0.5,0.25,1,0.75,0.537,0.189,0.173,2,4,95,12.5,2110,78.8,78.96,3,7,0,0.2,6.61,101,130,104,129,299,317,293
7,543056,"Coulombe, Danny",230,3,0,0,0,0,0,0.059,0.065,0,4,81,-28.3,2650,79.1,77.47,2,7,0,-1.6,5.63,111,150,111,142,308,333,289
7,650959,"Diplán, Marcos",122,5.7,0,0,0,0,0,0.024,0.027,0,2,77.3,-24,2659,81.8,82.47,2,7,0,0.7,6.73,111,177,127,152,284,322,301
7,640455,"Manaea, Sean",1206,0.6,0.333,0,0.5,0.333,0.295,0.483,0.535,1,3,85.9,15,1986,76.8,77.19,3,7,0,0.4,7.1,115,170,133,150,298,322,304
7,668948,"McCarty, Kirk",116,6,0.25,0,0.5,0.25,0.222,0.098,0.108,1,4,74.7,0.5,2680,76.2,75.24,3,7,0,-1,5.89,118,167,128,149,308,324,291
7,607644,"Means, John",135,5.2,0,0,0,0,0,0.163,0.162,0,2,95.1,12.5,2265,77.8,76.86,3,7,0,-0.9,5.89,114,156,121,146,303,319,297
7,656731,"Megill, Tylor",695,1,0.2,0,0.25,0.2,0.177,0.17,0.172,1,5,81.3,-4,2330,80.4,81.33,1,7,0,0.9,7.13,115,166,118,153,302,336,320
7,657240,"Merryweather, Julian",286,2.4,0,0,0,0,0,0.142,0.156,0,2,72.4,8,2369,80.8,80.76,2,7,0,0,6.54,106,148,122,144,293,312,283
7,656794,"Newcomb, Sean",202,3.5,0.5,0,0.667,0.5,0.443,0.151,0.161,2,4,82.8,-5.7,2909,79.6,78.36,1,7,0,-1.2,5.64,112,152,129,148,302,317,282
7,622250,"Sborz, Josh",187,3.7,0.4,0.2,0.667,0.6,0.43,0.311,0.329,2,5,90.9,15.3,2241,85.2,84.4,3,7,0,-0.8,6.04,118,155,119,150,290,325,299
7,676194,"Tetreault, Jackson",182,3.8,0.6,0,0.6,0.6,0.532,0.44,0.403,3,5,82.8,3,2137,81.8,83.21,2,7,0,1.4,7.01,120,167,118,150,301,323,308
6,455119,"Martin, Chris",338,1.8,0,0,0,0,0,0.08,0.089,0,1,75.9,-5,2295,83.4,83.67,1,6,0,0.3,6.47,109,148,111,154,298,319,294
6,676641,"Sulser, Beau",206,2.9,0.25,0.25,0.25,0.5,0.316,0.398,0.298,1,4,81.9,15.5,2523,79.3,79.17,1,6,0,-0.1,6.27,99,145,116,142,320,324,295
6,650556,"Abreu, Bryan",473,1.3,1,0,1,1,0.886,0.453,0.457,1,1,96.3,17,2765,83.9,83.72,4,6,0,-0.2,6.4,115,163,130,152,295,323,300
6,448281,"Doolittle, Sean",55,10.9,0,0,0,0,0,0.16,0.123,0,2,95.1,23,2396,77.6,77.52,4,6,0,-0.1,6.18,111,149,109,146,293,320,290
6,667725,"Tyler, Kyle",40,15,0.25,0,0.5,0.25,0.222,0.27,0.235,1,4,94.5,10,2328,76.6,77.62,2,6,0,1,6.87,128,172,132,155,281,307,306
6,641853,"McKay, David",42,14.3,0.5,0,0.5,0.5,0.443,0.48,0.506,1,2,77.2,28,2755,76.9,76.83,2,6,0,-0.1,6.5,112,157,129,148,303,329,277
6,656876,"Rasmussen, Drew",947,0.6,0.5,0,0.5,0.5,0.443,0.403,0.416,2,4,92.8,18.3,2740,80.2,79.57,0,6,0,-0.6,6.32,122,166,117,154,294,324,300
6,664042,"Lakins Sr., Travis",208,2.9,0.333,0,0.333,0.333,0.295,0.185,0.198,1,3,88.4,12.3,2838,80.5,79.55,1,6,0,-0.9,5.85,104,149,117,146,301,322,296
6,453178,"Kennedy, Ian",432,1.4,0.5,0.25,0.5,0.75,0.537,0.354,0.37,2,4,88.4,8.3,2501,80.2,80.42,0,6,0,0.2,6.43,113,150,133,144,297,323,291
6,615698,"Quantrill, Cal",1111,0.5,0,0,0,0,0,1.366,0.814,0,1,102,24,2415,81.1,81.35,0,6,0,0.3,6.3,123,162,107,153,292,318,297
6,605182,"Clevinger, Mike",441,1.4,1,0,1,1,0.886,0.412,0.445,3,3,100.4,-2,2148,76.4,76.68,0,6,0,0.3,6.83,117,164,113,153,282,311,291
6,458681,"Lynn, Lance",187,3.2,0,0,0,0,0,0.1,0.106,0,4,66.2,13,2482,83.5,83.38,2,6,0,-0.1,6.23,108,157,118,151,302,333,301
6,656492,"Griffin, Foster",71,8.5,0,0,0,0,0,0.276,0.301,0,2,81.2,-32.7,2193,80.7,80.27,1,6,0,-0.4,6,101,143,108,136,305,320,294
5,656232,"Bielak, Brandon",117,4.3,0.5,0,0.5,0.5,0.443,0.208,0.216,2,4,89.1,3,2340,80.2,78.42,0,5,0,-1.8,5.34,111,148,130,143,293,321,287
5,608718,"Suter, Brent",439,1.1,0,0,0,0,0,0.105,0.107,0,2,68.1,47,2254,77.7,78.58,1,5,0,0.9,7,126,174,125,154,291,314,296
5,640444,"Crowe, Wil",745,0.7,1,0,1,1,0.886,0.638,0.69,2,2,99.5,6.5,2456,81.1,80.9,1,5,0,-0.2,6.46,107,165,124,152,298,326,311
5,673904,"Walsh, Jake",65,7.7,0,0,0,0,0,0.299,0.169,0,5,98,30.5,2460,81.8,80.78,3,5,0,-1,5.94,115,152,124,148,308,318,290
5,608665,"Graveman, Kendall",461,1.1,1,0,0.5,1,0.443,0.217,0.444,1,1,90.7,16.5,2425,82.9,83.08,1,5,0,0.2,6.4,114,142,99,145,289,324,302
5,405395,"Pujols, Albert",27,18.5,0.5,0.75,0.333,1.25,0.739,0.509,0.39,2,4,95.3,17.3,1524,53.6,52.1,0,5,0,-1.5,4.86,120,157,115,149,319,335,304
5,605242,"Fulmer, Michael",386,1.3,0.333,0,1,0.333,0.295,0.018,0.019,1,3,75.7,40,2366,78,77.44,2,5,0,-0.6,6.38,113,155,120,149,308,329,295
5,488984,"Hunter, Tommy",38,13.2,0,0,0,0,0,0.306,0.333,0,3,81.8,8,2794,84.1,84.32,2,5,0,0.2,6.34,119,156,130,150,298,333,299
4,621237,"Alvarado, José",327,1.2,0,0,,0,0,0,,0,1,,,2451,85.2,85.63,3,4,0,0.4,6.5,111,151,115,152,293,325,289
4,663947,"Holton, Tyler",52,7.7,,,,,,,,,,,,2539,75.6,75.15,1,4,0,-0.4,6.53,116,152,122,148,302,320,301
4,641154,"López, Pablo",1289,0.3,0,0,0,0,0,0.002,0.002,0,3,90.9,50,2465,80.5,81.13,2,4,0,0.6,6.9,103,153,124,150,290,308,298
4,676617,"O'Brien, Riley",23,17.4,0,0,,0,0,0,,0,1,,,2352,78.8,78.95,1,4,0,0.2,6.65,121,148,140,149,299,317,289
4,656234,"Bird, Jake",45,8.9,0,0,0,0,0,0.05,0.055,0,3,46.5,-45,2810,81.8,81.6,2,4,0,-0.2,5.98,117,154,124,149,310,334,302
4,646242,"Diaz, Jhonathan",236,1.7,0,0,0,0,0,0.215,0.229,0,4,92.2,1.8,2729,75.2,75.53,0,4,0,0.3,6.53,102,148,111,142,291,318,285
4,608716,"Steckenrider, Drew",286,1.4,0,0,0,0,0,0.317,0.244,0,3,92.6,10,2093,81.4,80.88,0,4,0,-0.5,6,101,154,127,146,310,325,288
4,572362,"Erlin, Robbie",40,10,0,0,0,0,0,0.153,0.17,0,1,77.9,-3,2334,75.7,75.05,0,4,0,-0.6,6.1,118,154,116,153,297,316,291
4,660593,"Reyes, Denyi",117,3.4,0,0,0,0,0,0.363,0.235,0,2,93.7,28,2224,75.2,76.03,2,4,0,0.8,6.95,111,167,119,150,280,317,300
4,670970,"Morejon, Adrian",72,5.6,0,0,0,0,0,0.138,0.114,0,3,88.5,13.3,2538,80,79.53,0,4,0,-0.5,6.03,121,166,128,152,295,317,289
4,542881,"Anderson, Tyler",1059,0.4,,,,,,,,,,,,2194,73.7,73.43,2,4,0,-0.3,6.05,110,157,123,151,294,313,293
3,547001,"Poteet, Cody",400,0.8,0,0,0,0,0,0.071,0.063,0,1,78.4,34,2803,77.9,76.6,1,3,0,-1.3,5.63,99,144,121,147,287,318,289
3,666214,"Wentz, Joey",128,2.3,0.333,0,0.333,0.333,0.295,0.33,0.349,1,3,80.1,-27.7,2358,75.3,75.4,0,3,0,0.1,6.43,113,151,119,151,306,328,287
3,670036,"Festa, Matthew",372,0.8,1,3,,4,2.068,1.463,0.746,1,1,102.7,32,2660,83.9,83.4,1,3,0,-0.5,6.47,110,151,133,147,296,327,296
3,664337,"Yajure, Miguel",199,1.5,0.5,0,0.5,0.5,0.443,0.38,0.406,1,2,84.4,25,2500,79.9,79,1,3,0,-0.9,6,96,152,136,148,301,326,313
3,572070,"Richards, Garrett",380,0.8,0,0,,0,0,0,,0,1,,,2906,76.5,75.1,1,3,0,-1.4,5.93,121,155,134,150,307,326,305
3,543606,"Odorizzi, Jake",496,0.6,0,0,0,0,0,0.121,0.133,0,1,64.7,-44,2239,72.3,71.9,1,3,0,-0.4,6.07,111,151,109,152,290,323,296
3,644429,"Severino, Anderson",133,2.3,1,1,1,2,1.263,0.46,0.394,1,1,99.5,18,2527,79,78.27,0,3,0,-0.7,5.93,113,153,114,145,294,318,297
3,681217,"Silseth, Chase",276,1.1,0.5,1.5,0,2,1.034,0.158,0.09,1,2,86.4,7.5,2716,79.6,78.87,0,3,0,-0.7,6.07,112,145,115,151,293,321,292
3,675921,"Howard, Spencer",139,2.2,0,0,,0,0,0,,0,1,,,1955,76.6,76.6,3,3,0,0,6.6,110,149,116,152,306,324,303
3,571976,"Myers, Wil",22,13.6,0.5,1.5,0,2,1.034,0.591,0.368,1,2,98.9,30,1963,56.3,54.03,0,3,0,-2.3,4.43,121,167,135,153,302,317,298
3,622786,"Tinoco, Jesus",95,3.2,0,0,,0,0,0,,0,1,,,2417,85.4,84.87,1,3,0,-0.5,6.13,125,163,142,152,287,315,295
3,675627,"Grove, Michael",92,3.3,,,,,,,,,,,,2555,77.9,78.2,2,3,0,0.3,6.4,93,148,98,150,293,320,297
3,670329,"Garcia, Rico",41,7.3,0.5,1.5,0,2,1.034,1.003,0.503,1,2,94.5,54.5,2347,84,83.3,0,3,0,-0.7,5.8,118,163,119,153,289,320,298
