,pitches,player_id,player_name,total_pitches,pitch_percent,hits,whiffs,swings,takes
442,33,657585,"Garrett, Reed",87,37.9,5.0,5,33,0
443,33,670426,"Diehl, Phillip",120,27.5,5.0,5,33,0
444,33,641394,"Brentz, Jake",160,20.6,6.0,8,33,0
445,33,693821,"Elder, Bryce",339,9.7,2.0,3,33,0
446,32,650959,"Diplán, Marcos",122,26.2,4.0,6,32,0
447,32,592346,"González, Chi Chi",245,13.1,5.0,4,32,0
448,32,675627,"Grove, Michael",92,34.8,5.0,3,32,0
449,32,663558,"Moran, Jovani",183,17.5,4.0,14,32,0
450,31,660593,"Reyes, Denyi",117,26.5,3.0,4,31,0
451,31,644429,"Severino, Anderson",133,23.3,5.0,5,31,0
452,31,641907,"Murphy, Patrick",142,21.8,3.0,4,31,0
453,31,656786,"Mushinski, Parker",107,29.0,3.0,13,31,0
454,31,663765,"Woodford, Jake",306,10.1,1.0,8,31,0
455,31,548384,"Raley, Brooks",371,8.4,2.0,9,31,0
456,30,669358,"Baz, Shane",202,14.9,5.0,6,30,0
457,30,668684,"Tully, Tanner",100,30.0,3.0,5,30,0
458,30,528748,"Castellanos, Humberto",748,4.0,2.0,6,30,0
459,29,671790,"Bolaños, Ronald",332,8.7,4.0,5,29,0
460,29,669854,"Blanco, Ronel",120,24.2,4.0,8,29,0
461,29,657277,"Webb, Logan",1420,2.0,3.0,6,29,0
462,29,666159,"Manning, Matt",106,27.4,3.0,6,29,0
463,29,670970,"Morejon, Adrian",72,40.3,3.0,6,29,0
464,29,676050,"Naughton, Packy",233,12.4,5.0,7,29,0
465,28,643493,"Pruitt, Austin",210,13.3,6.0,6,28,0
466,28,607644,"Means, John",135,20.7,3.0,1,28,0
467,28,664337,"Yajure, Miguel",264,10.6,8.0,2,28,0
468,28,667376,"Sánchez, Miguel",211,13.3,3.0,7,28,0
469,27,621219,"Mills, Alec",295,9.2,5.0,1,27,0
470,27,656061,"Abreu, Albert",314,8.6,2.0,3,27,0
471,27,661563,"Gil, Luis",83,32.5,2.0,11,27,0
472,27,605177,"Chafin, Andrew",295,9.2,4.0,4,27,0
473,27,527055,"Vizcaíno, Arodys",115,23.5,3.0,2,27,0
474,27,663804,"Kowar, Jackson",133,20.3,6.0,6,27,0
475,27,676103,"Jones, Damon",105,25.7,1.0,7,27,0
476,27,656685,"Martin, Brett",343,7.9,5.0,1,27,0
477,26,571863,"Koch, Matt",72,36.1,5.0,7,26,0
478,26,605242,"Fulmer, Michael",409,6.4,2.0,9,26,0
479,26,572955,"Johnson, Pierce",138,18.8,2.0,7,26,0
480,26,676641,"Sulser, Beau",206,12.6,4.0,7,26,0
481,26,621593,"Castro, Anthony",168,15.5,4.0,6,26,0
482,26,670174,"Winckowski, Josh",310,8.4,5.0,6,26,0
483,26,664584,"Romero, Jhon",90,28.9,5.0,5,26,0
484,25,681885,"Lee, Evan",165,15.2,6.0,3,25,0
485,25,670090,"Mills, Wyatt",129,19.4,1.0,9,25,0
486,25,607391,"Mazza, Chris",135,18.5,4.0,6,25,0
487,25,606273,"Elías, Roenis",114,21.9,3.0,1,25,0
488,25,448281,"Doolittle, Sean",55,45.5,1.0,7,25,0
489,25,657756,"Seabold, Connor",86,29.1,3.0,11,25,0
490,24,570666,"Cessa, Luis",427,5.6,1.0,3,24,0
491,24,663531,"Allen, Logan",164,14.6,7.0,2,24,0
492,24,608665,"Graveman, Kendall",485,4.9,2.0,6,24,0
493,24,646242,"Diaz, Jhonathan",236,10.2,5.0,3,24,0
494,24,605446,"Rodríguez, Dereck",59,40.7,3.0,4,24,0
495,23,607359,"Patton, Spencer",111,20.7,1.0,6,23,0
496,23,670059,"Holderman, Colin",163,14.1,1.0,12,23,0
497,23,656492,"Griffin, Foster",84,27.4,6.0,5,23,0
498,23,656232,"Bielak, Brandon",117,19.7,1.0,3,23,0
499,22,676637,"Sanders, Phoenix",144,15.3,4.0,1,22,0
500,22,659262,"Espinoza, Anderson",84,26.2,1.0,4,22,0
501,22,675912,"Lowther, Zac",100,22.0,5.0,3,22,0
502,21,643400,"Knight, Dusten",102,20.6,4.0,3,21,0
503,21,641771,"Kuhl, Chad",1255,1.7,5.0,3,21,0
504,21,542914,"Bass, Anthony",413,5.1,3.0,2,21,0
505,21,666721,"Castillo, Max",93,22.6,2.0,5,21,0
506,20,552640,"Kittredge, Andrew",233,8.6,3.0,1,20,0
507,20,663753,"Knehr, Reiss",99,20.2,2.0,4,20,0
508,20,661255,"López, Yoan",95,21.1,4.0,0,20,0
509,20,677960,"Weathers, Ryan",89,22.5,4.0,4,20,0
510,20,468504,"Chacín, Jhoulys",522,3.8,4.0,0,20,0
511,20,596043,"Mengden, Daniel",65,30.8,3.0,9,20,0
512,19,667373,"Rondón, Angel",86,22.1,0.0,4,19,0
513,19,650960,"Duarte, Daniel",77,24.7,2.0,2,19,0
514,19,681810,"Warren, Austin",175,10.9,2.0,3,19,0
515,19,644364,"Arano, Víctor",369,5.1,2.0,6,19,0
516,19,641871,"Middleton, Keynan",64,29.7,2.0,6,19,0
517,19,676720,"Romero, Tommy",88,21.6,2.0,4,19,0
518,18,665795,"Cabrera, Edward",286,6.3,1.0,5,18,0
519,18,573668,"Minaya, Juan",121,14.9,2.0,8,18,0
520,18,572125,"Selman, Sam",120,15.0,3.0,4,18,0
521,18,608371,"Sims, Lucas",129,14.0,3.0,3,18,0
522,18,663629,"Small, Ethan",69,26.1,2.0,7,18,0
523,18,659275,"Lamet, Dinelson",169,10.7,3.0,4,18,0
524,18,673316,"Barker, Luke",54,33.3,3.0,5,18,0
525,18,458677,"Wilson, Justin",54,33.3,1.0,8,18,0
526,17,658431,"Medina, Adonis",241,7.1,1.0,6,17,0
527,17,676879,"Ashby, Aaron",968,1.8,2.0,0,17,0
528,17,543548,"Milone, Tommy",115,14.8,1.0,1,17,0
529,17,670329,"Garcia, Rico",41,41.5,1.0,3,17,0
530,17,488984,"Hunter, Tommy",55,30.9,2.0,7,17,0
531,17,640451,"Harvey, Hunter",44,38.6,1.0,4,17,0
532,16,667297,"Nance, Tommy",361,4.4,2.0,6,16,0
533,16,593619,"Tapia, Domingo",104,15.4,3.0,1,16,0
534,16,656290,"Carlton, Drew",99,16.2,1.0,4,16,0
535,16,667498,"Dugger, Robert",146,11.0,1.0,5,16,0
536,15,543101,"DeSclafani, Anthony",329,4.6,4.0,1,15,0
537,15,605156,"Brooks, Aaron",154,9.7,1.0,5,15,0
538,15,649144,"Wells, Alexander",66,22.7,2.0,5,15,0
539,14,607481,"Bummer, Aaron",317,4.4,3.0,5,14,0
540,14,666205,"Muller, Kyle",74,18.9,3.0,0,14,0
541,14,657770,"Stout, Eric",59,23.7,2.0,4,14,0
542,14,669270,"Kuhnel, Joel",278,5.0,3.0,6,14,0
543,14,642060,"Sedlock, Cody",71,19.7,3.0,0,14,0
544,14,668820,"Kranick, Max",76,18.4,1.0,1,14,0
545,14,658648,"Avila, Pedro",70,20.0,2.0,3,14,0
546,13,607572,"Howard, Sam",58,22.4,0.0,2,13,0
547,13,656638,"Lange, Alex",447,2.9,2.0,2,13,0
548,12,570257,"Rodríguez, Joely",397,3.0,1.0,8,12,0
549,12,595939,"Ellis, Chris",83,14.5,2.0,2,12,0
550,12,520980,"Báez, Pedro",73,16.4,0.0,4,12,0
551,12,623474,"Herget, Jimmy",557,2.2,2.0,3,12,0
552,12,676477,"Whitlock, Garrett",764,1.6,1.0,4,12,0
553,12,664123,"Effross, Scott",461,2.6,0.0,3,12,0
554,12,621082,"Lemoine, Jacob",298,4.0,0.0,4,12,0
555,12,667725,"Tyler, Kyle",40,30.0,1.0,2,12,0
556,11,595014,"Treinen, Blake",41,26.8,1.0,4,11,0
557,11,641743,"Kay, Anthony",39,28.2,1.0,6,11,0
558,11,663947,"Holton, Tyler",52,21.2,2.0,2,11,0
559,11,641501,"Danish, Tyler",403,2.7,0.0,1,11,0
560,11,596001,"Junis, Jakob",709,1.6,0.0,0,11,0
561,10,592473,"Kolarek, Adam",319,3.1,3.0,1,10,0
562,10,572703,"Bard, Luke",87,11.5,1.0,2,10,0
563,10,656234,"Bird, Jake",59,16.9,1.0,5,10,0
564,10,544365,"Bañuelos, Manny",136,7.4,0.0,2,10,0
565,10,571948,"Milner, Hoby",484,2.1,2.0,2,10,0
566,10,665645,"Castro, Kervin",47,21.3,2.0,1,10,0
567,10,594311,"Gustave, Jandel",265,3.8,1.0,4,10,0
568,9,650895,"Castillo, Diego",403,2.2,0.0,3,9,0
569,9,669912,"Snead, Kirby",240,3.8,0.0,1,9,0
570,9,596271,"Lawrence, Casey",112,8.0,1.0,0,9,0
571,9,641656,"Hamilton, Ian",42,21.4,1.0,1,9,0
572,9,592454,"Kahnle, Tommy",50,18.0,2.0,0,9,0
573,9,678061,"Kerr, Ray",69,13.0,0.0,3,9,0
574,9,622075,"Almonte, Yency",267,3.4,0.0,1,9,0
575,9,605538,"Wisler, Matt",599,1.5,1.0,1,9,0
576,8,544931,"Strasburg, Stephen",83,9.6,1.0,1,8,0
577,8,593974,"Peralta, Wandy",406,2.0,0.0,3,8,0
578,8,676766,"Snyder, Nick",33,24.2,0.0,1,8,0
579,8,572383,"Moran, Brian",25,32.0,2.0,1,8,0
580,8,664076,"Cleavinger, Garrett",63,12.7,2.0,2,8,0
581,8,657766,"St. John, Locke",29,27.6,2.0,1,8,0
582,7,663378,"Szapucki, Thomas",49,14.3,3.0,0,7,0
583,7,668338,"Miller, Tyson",74,9.5,2.0,1,7,0
584,7,571917,"Markel, Parker",61,11.5,0.0,1,7,0
585,7,676617,"O'Brien, Riley",23,30.4,1.0,1,7,0
586,7,664944,"Vieaux, Cam",65,10.8,0.0,2,7,0
587,7,518813,"Holland, Greg",80,8.8,2.0,1,7,0
588,7,600917,"Leclerc, José",48,14.6,2.0,0,7,0
589,6,664139,"Gibaut, Ian",28,21.4,1.0,2,6,0
590,6,571704,"Giles, Ken",36,16.7,0.0,1,6,0
591,6,595191,"Eickhoff, Jerad",83,7.2,3.0,0,6,0
592,6,605347,"López, Jorge",539,1.1,0.0,1,6,0
593,6,572362,"Erlin, Robbie",40,15.0,0.0,0,6,0
594,5,658551,"Fernández, Junior",83,6.0,0.0,2,5,0
595,5,669920,"Alexander, Jason",426,1.2,0.0,2,5,0
596,5,624418,"Castellani, Ryan",45,11.1,,1,5,0
597,5,666619,"Santos, Gregory",21,23.8,0.0,1,5,0
598,5,622253,"Tate, Dillon",526,1.0,1.0,0,5,0
599,5,682016,"Woods, William",31,16.1,2.0,1,5,0
600,4,660896,"Alcala, Jorge",40,10.0,0.0,2,4,0
601,4,547184,"Kelly, Michael",31,12.9,0.0,0,4,0
602,4,572888,"Greene, Shane",26,15.4,0.0,0,4,0
603,4,501625,"Álvarez, José",273,1.5,1.0,0,4,0
604,4,570632,"Ureña, José",121,3.3,1.0,1,4,0
605,4,425877,"Molina, Yadier",40,10.0,0.0,2,4,0
606,4,605195,"Crick, Kyle",279,1.4,0.0,1,4,0
607,3,676265,"Abbott, Cory",11,27.3,0.0,0,3,0
608,3,669214,"Menez, Conner",24,12.5,1.0,0,3,0
609,3,592169,"Brice, Austin",15,20.0,0.0,1,3,0
610,3,453268,"Bard, Daniel",457,0.7,2.0,1,3,0
611,3,596117,"Stubbs, Garrett",19,15.8,,0,3,0
612,3,666974,"Cano, Yennier",236,1.3,1.0,1,3,0
613,3,670102,"Francis, Bowden",9,33.3,0.0,2,3,0
614,3,676083,"Junk, Janson",18,16.7,1.0,0,3,0
615,3,489265,"Romo, Sergio",275,1.1,1.0,0,3,0
616,3,664942,"Naile, James",7,42.9,1.0,0,3,0
617,3,672839,"Morales, Francisco",48,6.3,0.0,0,3,0
618,3,613534,"Adams, Austin",48,6.3,0.0,1,3,0
619,3,672715,"Patiño, Luis",13,23.1,1.0,1,3,0
620,2,663855,"Hicks, Jordan",518,0.4,0.0,0,2,0
621,2,660787,"De Los Santos, Yerry",191,1.0,1.0,0,2,0
622,2,650496,"Mejía, J.C.",59,3.4,,0,2,0
623,2,573009,"Mantiply, Joe",397,0.5,0.0,1,2,0
624,2,656008,"Zabala, Aneurys",9,22.2,1.0,0,2,0
625,2,502171,"Cobb, Alex",751,0.3,0.0,0,2,0
626,2,642528,"Loáisiga, Jonathan",279,0.7,,0,2,0
627,2,523260,"Kelly, Joe",158,1.3,0.0,0,2,0
628,1,676092,"Snider, Collin",367,0.3,0.0,0,1,0
629,1,663546,"Hjelle, Sean",78,1.3,,0,1,0
630,1,661440,"Llovera, Mauricio",162,0.6,0.0,1,1,0
631,1,641312,"Anderson, Shaun",21,4.8,0.0,0,1,0
632,1,642701,"Santana, Dennis",412,0.2,0.0,1,1,0
633,1,596082,"Reed, Jake",111,0.9,0.0,1,1,0
634,1,491624,"Valdez, César",16,6.3,,0,1,0
635,1,605280,"Holmes, Clay",486,0.2,0.0,0,1,0
636,1,670955,"Uceta, Edwin",139,0.7,0.0,0,1,0
637,1,669622,"Bender, Anthony",215,0.5,0.0,0,1,0
638,1,424144,"Pérez, Oliver",73,1.4,1.0,0,1,0
639,1,542194,"Bethancourt, Christian",12,8.3,,0,1,0
